taxonomy	host	function	symbiont_phylum	symbiont_order	symbiont_genus	host_order	host_family	description	evidence	genome_id	journal	evidence_level
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Citrobacter; s__Citrobacter freundii	Leptinotarsa decemlineata	immune priming	Pseudomonadota	Enterobacterales	Citrobacter	Coleoptera	Chrysomelidae	Citrobacter freundii affects the cellular and humoral immunity of Leptinotarsa decemlineata, thereby increasing its susceptibility to Bacillus thuringiensis (Bt).	10.1002/ps.6856		PEST MANAGEMENT SCIENCE	3
d__Bacteria; p__Bacteroidota; c__*; o__Flavobacteriales; f__*; g__Blattabacterium; s__Blattabacterium cuenoti	Cryptocercus punctulatus	amino acid provision	Bacteroidota	Flavobacteriales	Blattabacterium	Blattodea	Cryptocercidae	Blattabacterium cuenoti is involved in collaborative arginine biosynthesis for the host Cryptocercus punctulatus.	10.1128/spectrum.02779-22		MICROBIOLOGY SPECTRUM	2
d__Bacteria; p__Bacteroidota; c__*; o__Flavobacteriales; f__*; g__Blattabacterium; s__Blattabacterium cuenoti	Mastotermes darwiniensis	amino acid provision	Bacteroidota	Flavobacteriales	Blattabacterium	Blattodea	Mastotermitidae	Blattabacterium cuenoti is involved in collaborative arginine biosynthesis for the host Mastotermes darwiniensis.	10.1128/spectrum.02779-22		MICROBIOLOGY SPECTRUM	2
d__Bacteria; p__Pseudomonadota; c__*; o__Moraxellales; f__*; g__Acinetobacter; s__*	Leptinotarsa decemlineata	plant defense modulation	Pseudomonadota	Moraxellales	Acinetobacter	Coleoptera	Chrysomelidae	Acinetobacter inhibits the expression of genes associated with the JA-mediated defense signaling pathway and SGA (steroidal glycoalkaloids) biosynthesis in potato plants upon Leptinotarsa decemlineata attack.	10.1002/ps.6823		PEST MANAGEMENT SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Citrobacter; s__*	Leptinotarsa decemlineata	plant defense modulation	Pseudomonadota	Enterobacterales	Citrobacter	Coleoptera	Chrysomelidae	Citrobacter suppresses plant defenses by inhibiting the expression of genes associated with the JA-mediated defense signaling pathway and SGA biosynthesis in potato plants upon Leptinotarsa decemlineata attack.	10.1002/ps.6823		PEST MANAGEMENT SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Enterobacter; s__*	Leptinotarsa decemlineata	plant defense modulation	Pseudomonadota	Enterobacterales	Enterobacter	Coleoptera	Chrysomelidae	Enterobacter suppresses plant defenses in potato plants, which are exploited by Leptinotarsa decemlineata.	10.1002/ps.6823		PEST MANAGEMENT SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Pantoea; s__*	Leptinotarsa decemlineata	plant defense modulation	Pseudomonadota	Enterobacterales	Pantoea	Coleoptera	Chrysomelidae	Pantoea suppresses plant defenses in potato plants, which are exploited by Leptinotarsa decemlineata.	10.1002/ps.6823		PEST MANAGEMENT SCIENCE	3
d__Fungi; p__Ascomycota; c__*; o__Eurotiales; f__*; g__Penicillium; s__Penicillium sclerotiorum	Nasutitermes corniger	pesticide metabolization	Ascomycota	Eurotiales	Penicillium	Blattodea	Termitidae	Penicillium sclerotiorum produces chlorinated metabolites (of the ilicicolin and azaphilone families) that possess anticancer, antiviral, antibacterial, anti-inflammatory, antifungal, antifouling and insecticidal activity in the Nasutitermes corniger system.	10.1038/s41598-022-22256-3		SCIENTIFIC REPORTS	2
d__Fungi; p__Ascomycota; c__*; o__Eurotiales; f__*; g__Penicillium; s__Penicillium sclerotiorum	Nasutitermes corniger	pathogen resistance	Ascomycota	Eurotiales	Penicillium	Blattodea	Termitidae	Penicillium sclerotiorum produces chlorinated metabolites (of the ilicicolin and azaphilone families) that possess anticancer, antiviral, antibacterial, anti-inflammatory, antifungal, antifouling and insecticidal activity in the Nasutitermes corniger system.	10.1038/s41598-022-22256-3		SCIENTIFIC REPORTS	2
d__Fungi; p__Ascomycota; c__*; o__Hypocreales; f__*; g__Thelonectria; s__*	Nasutitermes corniger	pesticide metabolization	Ascomycota	Hypocreales	Thelonectria	Blattodea	Termitidae	Neonectria discophora produces chlorinated metabolites (of the ilicicolin and azaphilone families) that possess anticancer, antiviral, antibacterial, anti-inflammatory, antifungal, antifouling and insecticidal activity in the Nasutitermes corniger system.	10.1038/s41598-022-22256-3		SCIENTIFIC REPORTS	2
d__Fungi; p__Ascomycota; c__*; o__Hypocreales; f__*; g__Thelonectria; s__*	Nasutitermes corniger	pathogen resistance	Ascomycota	Hypocreales	Thelonectria	Blattodea	Termitidae	Neonectria discophora produces chlorinated metabolites (of the ilicicolin and azaphilone families) that possess anticancer, antiviral, antibacterial, anti-inflammatory, antifungal, antifouling and insecticidal activity in the Nasutitermes corniger system.	10.1038/s41598-022-22256-3		SCIENTIFIC REPORTS	2
d__Fungi; p__Ascomycota; c__*; o__Sordariales; f__*; g__Chaetomium; s__Chaetomium subaffine	Apis mellifera	antimicrobial activity	Ascomycota	Sordariales	Chaetomium	Hymenoptera	Apidae	Chaetomium subaffine MFFC22 exhibits antibacterial and antioxidant activities in the honeybee (Apis mellifera).	10.1186/s12866-022-02580-4		BMC MICROBIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rhodospirillales; f__*; g__Bombella; s__Bombella intestini	Apis cerana	antiviral activity	Pseudomonadota	Rhodospirillales	Bombella	Hymenoptera	Apidae	Bombella intestini is a species unique to sacbrood virus (SBV)-resistant Apis cerana, suggesting a potential role in antiviral resistance.	10.1038/s41598-022-13535-0		SCIENTIFIC REPORTS	2
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Lactobacillus; s__*	Apis cerana	antimicrobial activity	Bacillota	Lactobacillales	Lactobacillus	Hymenoptera	Apidae	Lactobacillus_uc (Lactic Acid Bacteria) produces organic acids (known as anti-microbial metabolites) that inhibit the growth of spoilage and pathogenic microorganisms in the gut of Apis cerana.	10.1038/s41598-022-13535-0		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Caballeronia; s__*	Anasa tristis	pathogen resistance	Pseudomonadota	Burkholderiales	Caballeronia	Hemiptera	Coreidae	Caballeronia prevents the successful, long-term establishment of the phytopathogenic bacterium Serratia marcescens in the squash bug Anasa tristis via competitive exclusion.	10.1128/AEM.01550-21		APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2
d__Bacteria; p__Actinomycetota; c__*; o__Mycobacteriales; f__*; g__Corynebacterium; s__*	Helicoverpa armigera	pesticide metabolization	Actinomycetota	Mycobacteriales	Corynebacterium	Lepidoptera	Noctuidae	Corynebacterium sp. 2-TD mediates the toxicity of the compound 2-tridecanone to Helicoverpa armigera.	10.3390/toxins14100698		TOXINS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Photorhabdus; s__Photorhabdus luminescens	Drosophila melanogaster	toxin production	Pseudomonadota	Enterobacterales	Photorhabdus	Diptera	Drosophilidae	Photorhabdus luminescens produces toxin complex (Tc) toxins as major virulence factors against the host Drosophila melanogaster.	10.1038/s41586-022-05250-7		NATURE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Acalolepta fraudatrix	cytoplasmic incompatibility	Pseudomonadota	Rickettsiales	Wolbachia	Coleoptera	Cerambycidae	Wolbachia infecting Acalolepta fraudatrix causes cytoplasmic incompatibility (CI) in the host insect.	10.1371/journal.pone.0261928		PLOS ONE	2
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Leptoglossus zonatus	growth regulation	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Coreidae	Burkholderia has a significant positive effect on the developmental rate and body weight of the host Leptoglossus zonatus.	10.1128/AEM.01778-21		APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Leptoglossus phyllopus	growth regulation	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Coreidae	Burkholderia has a significant positive effect on the developmental rate and body weight of the host Leptoglossus phyllopus.	10.1128/AEM.01778-21		APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Leptoglossus zonatus	growth regulation	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Coreidae	Burkholderia (symbiotic nymphs) grew more rapidly, were approximately four times more likely to survive to adulthood, and were two times larger than aposymbiotic Leptoglossus zonatus bugs.	10.1128/aem.01778-21		APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Leptoglossus phyllopus	growth regulation	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Coreidae	Burkholderia (symbiotic nymphs) grew more rapidly, were approximately four times more likely to survive to adulthood, and were two times larger than aposymbiotic Leptoglossus phyllopus bugs.	10.1128/aem.01778-21		APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__*	Diatraea saccharalis	antimicrobial activity	Bacillota	Bacillales	Bacillus	Lepidoptera	Crambidae	Bacillus inhibits the growth of Colletotrichum falcatum and Fusarium verticillioides (rot-causing fungi of sugarcane stalk) in Diatraea saccharalis.	10.1007/s42770-021-00647-4		BRAZILIAN JOURNAL OF MICROBIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Klebsiella; s__*	Diatraea saccharalis	antimicrobial activity	Pseudomonadota	Enterobacterales	Klebsiella	Lepidoptera	Crambidae	Klebsiella inhibits the growth of Colletotrichum falcatum and Fusarium verticillioides (rot-causing fungi of sugarcane stalk) in Diatraea saccharalis.	10.1007/s42770-021-00647-4		BRAZILIAN JOURNAL OF MICROBIOLOGY	2
d__Fungi; p__Ascomycota; c__*; o__Serinales; f__*; g__Meyerozyma; s__*	Diatraea saccharalis	antimicrobial activity	Ascomycota	Serinales	Meyerozyma	Lepidoptera	Crambidae	Meyerozyma inhibits the growth of Colletotrichum falcatum and Fusarium verticillioides (rot-causing fungi of sugarcane stalk) in Diatraea saccharalis.	10.1007/s42770-021-00647-4		BRAZILIAN JOURNAL OF MICROBIOLOGY	2
d__Bacteria; p__Mycoplasmatota; c__*; o__Entomoplasmatales; f__*; g__Spiroplasma; s__*	Drosophila melanogaster	growth regulation	Mycoplasmatota	Entomoplasmatales	Spiroplasma	Diptera	Drosophilidae	Spiroplasma causes neurodegenerative phenotypes and a reduced life span in old flies compared to uninfected Drosophila melanogaster controls.	10.1073/pnas.2208461119		Proceedings of the National Academy of Sciences	3
d__Bacteria; p__Pseudomonadota; c__*; o__Cardiobacteriales; f__*; g__Ignatzschineria; s__Ignatzschineria indica	Chrysomya megacephala	pathogen resistance	Pseudomonadota	Cardiobacteriales	Ignatzschineria	Diptera	Calliphoridae	Ignatzschineria indica is a probable marker for myiasis diagnosis as it is commonly associated with maggot infestation in Chrysomya megacephala.	10.1038/s41598-022-06311-7		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Chrysomya megacephala	antiviral activity	Pseudomonadota	Rickettsiales	Wolbachia	Diptera	Calliphoridae	Wolbachia increases the resistance to arbovirus infection, resulting in decreased virus transmission in Chrysomya megacephala.	10.1038/s41598-022-06311-7		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Erwinia; s__*	Bactrocera oleae	growth regulation	Pseudomonadota	Enterobacterales	Erwinia	Diptera	Tephritidae	Candidatus Erwinia dacicola shows a dynamic interaction with Bactrocera oleae host and is associated with genes involved in development and response to microorganisms.	10.1016/j.ibmb.2022.103793		INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY	2
d__Bacteria; p__Bacteroidota; c__*; o__Cytophagales; f__*; g__Candidatus Cardinium; s__*	Sogatella furcifera	fertility	Bacteroidota	Cytophagales	Candidatus Cardinium	Hemiptera	Delphacidae	Candidatus Cardinium reduces microbiome diversity and modifies host metabolism and fecundity in the planthopper Sogatella furcifera.	10.1128/msystems.01516-21		MSYSTEMS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__*	Sogatella furcifera	fertility	Pseudomonadota	Rickettsiales	Wolbachia	Hemiptera	Delphacidae	Wolbachia reduces microbiome diversity and modifies host metabolism and fecundity in the planthopper Sogatella furcifera.	10.1128/msystems.01516-21		MSYSTEMS	2
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Enterococcus; s__Enterococcus FAW	Spodoptera frugiperda	growth regulation	Bacillota	Lactobacillales	Enterococcus	Lepidoptera	Noctuidae	Enterococcus FAW 2-1 can enhance the growth of Spodoptera frugiperda, but this effect is contingent on dietary conditions, isolate availability, and host larval instar.	10.1016/j.jinsphys.2022.104369		JOURNAL OF INSECT PHYSIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Serratia; s__Serratia symbiotica	Acyrthosiphon pisum	growth regulation	Pseudomonadota	Enterobacterales	Serratia	Hemiptera	Aphididae	Serratia symbiotica inhibits the process of regression from winged to wingless morph (apterization) in Acyrthosiphon pisum, increases the body weight of nymphs, and temporally increases the quantity of the primary symbiont Buchnera aphidicola.	10.1128/spectrum.04066-22		MICROBIOLOGY SPECTRUM	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Serratia; s__Serratia symbiotica	Acyrthosiphon pisum	developmental modulation	Pseudomonadota	Enterobacterales	Serratia	Hemiptera	Aphididae	Serratia symbiotica inhibits the process of regression from winged to wingless morph (apterization) in Acyrthosiphon pisum, increases the body weight of nymphs, and temporally increases the quantity of the primary symbiont Buchnera aphidicola.	10.1128/spectrum.04066-22		MICROBIOLOGY SPECTRUM	2
d__Fungi; p__Basidiomycota; c__*; o__Atheliales; f__*; g__Athelia; s__Athelia termitophila	Coptotermes gestroi	antimicrobial activity	Basidiomycota	Atheliales	Athelia	Blattodea	Rhinotermitidae	Athelia termitophila (a fungus) may enhance egg survival, probably due to the synthesis of antifungal and antibacterial compounds in the Coptotermes gestroi termite nest.	10.1007/s00114-022-01815-8		SCIENCE OF NATURE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Moraxellales; f__*; g__Acinetobacter; s__*	Aleurodicus rugioperculatus	fertility	Pseudomonadota	Moraxellales	Acinetobacter	Hemiptera	Aleyrodidae	Acinetobacter may indirectly affect whitefly oviposition (fertility) in Aleurodicus rugioperculatus.	10.1007/s13205-021-03081-3		3 BIOTECH	2
d__Bacteria; p__Actinomycetota; c__*; o__Micrococcales; f__*; g__Arthrobacter; s__*	Aleurodicus rugioperculatus	fertility	Actinomycetota	Micrococcales	Arthrobacter	Hemiptera	Aleyrodidae	Arthrobacter may indirectly affect whitefly oviposition (fertility) in Aleurodicus rugioperculatus.	10.1007/s13205-021-03081-3		3 BIOTECH	2
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__*	Aleurodicus rugioperculatus	fertility	Bacillota	Bacillales	Bacillus	Hemiptera	Aleyrodidae	Bacillus may indirectly affect whitefly oviposition (fertility) in Aleurodicus rugioperculatus.	10.1007/s13205-021-03081-3		3 BIOTECH	2
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Exiguobacterium; s__*	Aleurodicus rugioperculatus	fertility	Bacillota	Bacillales	Exiguobacterium	Hemiptera	Aleyrodidae	Exiguobacterium may indirectly affect whitefly oviposition (fertility) in Aleurodicus rugioperculatus.	10.1007/s13205-021-03081-3		3 BIOTECH	2
d__Bacteria; p__Pseudomonadota; c__*; o__Pseudomonadales; f__*; g__Pseudomonas; s__*	Aleurodicus rugioperculatus	fertility	Pseudomonadota	Pseudomonadales	Pseudomonas	Hemiptera	Aleyrodidae	Pseudomonas may indirectly affect whitefly oviposition (fertility) in Aleurodicus rugioperculatus.	10.1007/s13205-021-03081-3		3 BIOTECH	2
d__Bacteria; p__Bacillota; c__*; o__Lachnospirales; f__*; g__Aequitasia; s__Aequitasia blattaphilus	Periplaneta americana	cellulose hydrolysis	Bacillota	Lachnospirales	Aequitasia	Blattodea	Blattidae	Aequitasia blattaphilus genomes encode pathways for short-chain fatty acid biosynthesis, plant fiber and chitin catabolism, and other carbohydrate utilization genes in Periplaneta americana.	10.1093/gbe/evac086	GISB0437	GENOME BIOLOGY AND EVOLUTION	4
d__Bacteria; p__Bacillota; c__*; o__Lachnospirales; f__*; g__Aequitasia; s__Aequitasia blattaphilus	Periplaneta americana	chitin degradation	Bacillota	Lachnospirales	Aequitasia	Blattodea	Blattidae	Aequitasia blattaphilus genomes encode pathways for short-chain fatty acid biosynthesis, plant fiber and chitin catabolism, and other carbohydrate utilization genes in Periplaneta americana.	10.1093/gbe/evac086	GISB0437	GENOME BIOLOGY AND EVOLUTION	4
d__Bacteria; p__Bacillota; c__*; o__Lachnospirales; f__*; g__Aequitasia; s__Aequitasia blattaphilus	Periplaneta americana	carbohydrate metabolism	Bacillota	Lachnospirales	Aequitasia	Blattodea	Blattidae	Aequitasia blattaphilus genomes encode pathways for short-chain fatty acid biosynthesis, plant fiber and chitin catabolism, and other carbohydrate utilization genes in Periplaneta americana.	10.1093/gbe/evac086	GISB0437	GENOME BIOLOGY AND EVOLUTION	4
