ID	Record Type	Order	Family	Subfamily	Insect Species	Symbiont Phylum	Symbiont Order	Symbiont Genus	Symbiont Rank	Symbiont Taxon	Symbiont Name	Classification	Localization	Transmission mode	Function	Function Tag	Related Data	Genome ID	Reference	doi	Journal	Year	Note	Country	Collect Location
RISB0509	Symbiont	Lepidoptera	Plutellidae	None	Plutella xylostella	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus termitis	Bacteria	Extracellular	Horizontal	None	None	ON386160	None	Changes in the Host Gut Microbiota during Parasitization by Parasitic Wasp Cotesia vestalis	10.3390/insects13090760	Insects	2022	None	China	cabbage-planting field in Fuzhou, China (25.95° N, 119.27° E)
RISB0510	Symbiont	Lepidoptera	Plutellidae	None	Plutella xylostella	Pseudomonadota	Enterobacterales	Klebsiella	Genus	Klebsiella	Klebsiella variicola	Bacteria	Extracellular	Horizontal	None	None	ON386166	None	Changes in the Host Gut Microbiota during Parasitization by Parasitic Wasp Cotesia vestalis	10.3390/insects13090760	Insects	2022	None	China	cabbage-planting field in Fuzhou, China (25.95° N, 119.27° E)
RISB0511	Symbiont	Lepidoptera	Plutellidae	None	Plutella xylostella	Pseudomonadota	Enterobacterales	Klebsiella	Genus	Klebsiella	Klebsiella pneumoniae	Bacteria	Extracellular	Horizontal	None	None	ON386168	None	Changes in the Host Gut Microbiota during Parasitization by Parasitic Wasp Cotesia vestalis	10.3390/insects13090760	Insects	2022	None	China	cabbage-planting field in Fuzhou, China (25.95° N, 119.27° E)
RISB0512	Symbiont	Lepidoptera	Plutellidae	None	Plutella xylostella	Pseudomonadota	Neisseriales	Neisseria	Genus	Neisseria	Neisseria perflava	Bacteria	Extracellular	Horizontal	None	None	ON386164	None	Changes in the Host Gut Microbiota during Parasitization by Parasitic Wasp Cotesia vestalis	10.3390/insects13090760	Insects	2022	None	China	cabbage-planting field in Fuzhou, China (25.95° N, 119.27° E)
RISB0513	Symbiont	Lepidoptera	Plutellidae	None	Plutella xylostella	Bacillota	Bacillales	Staphylococcus	Genus	Staphylococcus	Staphylococcus warneri	Bacteria	Extracellular	Horizontal	None	None	ON386170	None	Changes in the Host Gut Microbiota during Parasitization by Parasitic Wasp Cotesia vestalis	10.3390/insects13090760	Insects	2022	None	China	cabbage-planting field in Fuzhou, China (25.95° N, 119.27° E)
RISB0514	Symbiont	Lepidoptera	Plutellidae	None	Plutella xylostella	Pseudomonadota	Lysobacterales	Stenotrophomonas	Genus	Stenotrophomonas	Stenotrophomonas maltophilia	Bacteria	Extracellular	Horizontal	None	None	ON386157	None	Changes in the Host Gut Microbiota during Parasitization by Parasitic Wasp Cotesia vestalis	10.3390/insects13090760	Insects	2022	None	China	cabbage-planting field in Fuzhou, China (25.95° N, 119.27° E)
RISB0515	Symbiont	Hemiptera	Delphacidae	Criomorphinae	Laodelphax striatellus	Pseudomonadota	Enterobacterales	Pantoea	Genus	Pantoea	Pantoea ananatis Lstr	Bacteria	Extracellular	None	Pantoea ananatis Lstr is pathogenic to the host insect Laodelphax striatellus, suggesting its potential as a biological control agent.	pathogen interaction	CP060818.1	GISB0060	Characterization of Pantoea ananatis from rice planthoppers reveals a clade of rice-associated P. ananatis undergoing genome reduction	10.1099/mgen.0.000907	MICROBIAL GENOMICS	2022	None	China	field rice Oryza sativa L. in 2014 in Nanjing, Jiangsu
RISB0516	Symbiont	Coleoptera	Curculionidae	Scolytinae	Xylosandrus morigerus	Ascomycota	Hypocreales	Fusarium	Genus	Fusarium	Fusarium solani	Fungi	None	None	Fusarium solani acts as a promoter of the pathogenic behavior of the ambrosia beetle Xylosandrus morigerus.	pathogen interaction	OM455454,OM455455,OM455456,OM455457,OM455458,OM455459, OM455460,OM455461	None	Characterization of Two Fusarium solani Species Complex Isolates from the Ambrosia Beetle Xylosandrus morigerus	10.3390/jof8030231	JOURNAL OF FUNGI	2022	None	Mexico	Jaguaroundi Ecological Park, a protected natural area located in Coatzacoalcos, Veracruz (N 18.10931, W 94.36044)
RISB0517	Symbiont	Coleoptera	Chrysomelidae	Chrysomelinae	Leptinotarsa decemlineata	Pseudomonadota	Enterobacterales	Citrobacter	Genus	Citrobacter	Citrobacter freundii	Bacteria	Extracellular	Horizontal	Citrobacter freundii affects the cellular and humoral immunity of Leptinotarsa decemlineata, thereby increasing its susceptibility to Bacillus thuringiensis (Bt).	immune priming	None	None	Citrobacter freundii, a natural associate of the Colorado potato beetle, increases larval susceptibility to Bacillus thuringiensis	10.1002/ps.6856	PEST MANAGEMENT SCIENCE	2022	None	Russian	private insecticide-free potato fields (Novosibirsk region, Russian Federation; 53°44′3.534″ N, 77°39′0.0576″ E)
RISB0518	Symbiont	Blattodea	Cryptocercidae	None	Cryptocercus punctulatus	Bacteroidota	Flavobacteriales	Blattabacterium	Genus	Blattabacterium	Blattabacterium cuenoti	Bacteria	Intracellular	Vertical	Blattabacterium cuenoti is involved in collaborative arginine biosynthesis for the host Cryptocercus punctulatus.	amino acid provision	None	None	Coevolution of Metabolic Pathways in Blattodea and Their Blattabacterium Endosymbionts, and Comparisons with Other Insect-Bacteria Symbioses	10.1128/spectrum.02779-22	MICROBIOLOGY SPECTRUM	2022	None	USA	the Mountain Lake Biological Station, Giles County, Virginia
RISB0519	Symbiont	Blattodea	Mastotermitidae	None	Mastotermes darwiniensis	Bacteroidota	Flavobacteriales	Blattabacterium	Genus	Blattabacterium	Blattabacterium cuenoti	Bacteria	Intracellular	Vertical	Blattabacterium cuenoti is involved in collaborative arginine biosynthesis for the host Mastotermes darwiniensis.	amino acid provision	None	None	Coevolution of Metabolic Pathways in Blattodea and Their Blattabacterium Endosymbionts, and Comparisons with Other Insect-Bacteria Symbioses	10.1128/spectrum.02779-22	MICROBIOLOGY SPECTRUM	2022	None	USA	the Mountain Lake Biological Station, Giles County, Virginia
RISB0520	Symbiont	Coleoptera	Chrysomelidae	Chrysomelinae	Leptinotarsa decemlineata	Pseudomonadota	Moraxellales	Acinetobacter	Genus	Acinetobacter	Acinetobacter	Bacteria	Extracellular	Horizontal	Acinetobacter inhibits the expression of genes associated with the JA-mediated defense signaling pathway and SGA (steroidal glycoalkaloids) biosynthesis in potato plants upon Leptinotarsa decemlineata attack.	plant defense modulation	None	None	Colorado potato beetle exploits frass-associated bacteria to suppress defense responses in potato plants	10.1002/ps.6823	PEST MANAGEMENT SCIENCE	2022	None	China	a potato field in Urumqi city (43.45°N, 87.36°E), Xinjiang Uygur autonomous region, China
RISB0521	Symbiont	Coleoptera	Chrysomelidae	Chrysomelinae	Leptinotarsa decemlineata	Pseudomonadota	Enterobacterales	Citrobacter	Genus	Citrobacter	Citrobacter	Bacteria	Extracellular	Horizontal	Citrobacter suppresses plant defenses by inhibiting the expression of genes associated with the JA-mediated defense signaling pathway and SGA biosynthesis in potato plants upon Leptinotarsa decemlineata attack.	plant defense modulation	None	None	Colorado potato beetle exploits frass-associated bacteria to suppress defense responses in potato plants	10.1002/ps.6823	PEST MANAGEMENT SCIENCE	2022	None	China	a potato field in Urumqi city (43.45°N, 87.36°E), Xinjiang Uygur autonomous region, China
RISB0522	Symbiont	Coleoptera	Chrysomelidae	Chrysomelinae	Leptinotarsa decemlineata	Pseudomonadota	Enterobacterales	Enterobacter	Genus	Enterobacter	Enterobacter	Bacteria	Extracellular	Horizontal	Enterobacter suppresses plant defenses in potato plants, which are exploited by Leptinotarsa decemlineata.	plant defense modulation	None	None	Colorado potato beetle exploits frass-associated bacteria to suppress defense responses in potato plants	10.1002/ps.6823	PEST MANAGEMENT SCIENCE	2022	None	China	a potato field in Urumqi city (43.45°N, 87.36°E), Xinjiang Uygur autonomous region, China
RISB0523	Symbiont	Coleoptera	Chrysomelidae	Chrysomelinae	Leptinotarsa decemlineata	Pseudomonadota	Enterobacterales	Pantoea	Genus	Pantoea	Pantoea	Bacteria	Extracellular	Horizontal	Pantoea suppresses plant defenses in potato plants, which are exploited by Leptinotarsa decemlineata.	plant defense modulation	None	None	Colorado potato beetle exploits frass-associated bacteria to suppress defense responses in potato plants	10.1002/ps.6823	PEST MANAGEMENT SCIENCE	2022	None	China	a potato field in Urumqi city (43.45°N, 87.36°E), Xinjiang Uygur autonomous region, China
RISB0524	Symbiont	Blattodea	Termitidae	Nasutitermitinae	Nasutitermes corniger	Ascomycota	Eurotiales	Penicillium	Genus	Penicillium	Penicillium sclerotiorum	Fungi	Extracellular	None	Penicillium sclerotiorum produces chlorinated metabolites (of the ilicicolin and azaphilone families) that possess anticancer, antiviral, antibacterial, anti-inflammatory, antifungal, antifouling and insecticidal activity in the Nasutitermes corniger system.	pesticide metabolization,pathogen resistance	KJ023726	None	Combining OSMAC, metabolomic and genomic methods for the production and annotation of halogenated azaphilones and ilicicolins in termite symbiotic fungi	10.1038/s41598-022-22256-3	SCIENTIFIC REPORTS	2022	None	French Guiana	Sentier des Salines in French Guiana
RISB0525	Symbiont	Blattodea	Termitidae	Nasutitermitinae	Nasutitermes corniger	Ascomycota	Hypocreales	Thelonectria	Genus	Thelonectria	Neonectria discophora	Fungi	Extracellular	None	Neonectria discophora produces chlorinated metabolites (of the ilicicolin and azaphilone families) that possess anticancer, antiviral, antibacterial, anti-inflammatory, antifungal, antifouling and insecticidal activity in the Nasutitermes corniger system.	pesticide metabolization,pathogen resistance	KJ023733	None	Combining OSMAC, metabolomic and genomic methods for the production and annotation of halogenated azaphilones and ilicicolins in termite symbiotic fungi	10.1038/s41598-022-22256-3	SCIENTIFIC REPORTS	2022	None	French Guiana	Sentier des Salines in French Guiana
RISB0526	Symbiont	Hymenoptera	Apidae	Apinae	Apis mellifera	Ascomycota	Sordariales	Chaetomium	Genus	Chaetomium	Chaetomium subaffine MFFC22	Fungi	None	None	Chaetomium subaffine MFFC22 exhibits antibacterial and antioxidant activities in the honeybee (Apis mellifera).	antimicrobial activity	None	None	Community composition, bacterial symbionts, antibacterial and antioxidant activities of honeybee-associated fungi	10.1186/s12866-022-02580-4	BMC MICROBIOLOGY	2022	None	China	 the Institute of Apicultural Research, Anhui Agricultural University, Hefei, China (GPS: 31◦53ʹN, 117◦20ʹE)
RISB0527	Amplicon	Coleoptera	Scarabaeidae	Melolonthinae	Amphimallon solstitiale	None	None	None	None	None	midgut bacteria	Bacteria	Extracellular	None	None	None	SRX13426074-SRX13426101	None	Comparative Nanopore Sequencing-Based Evaluation of the Midgut Microbiota of the Summer Chafer (Amphimallon solstitiale L.) Associated with Possible Resistance to Entomopathogenic Nematodes	10.3390/ijerph19063480	INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH	2022	None	Poland 	a forest tree nursery and an urban lawn in the Lublin region, Eastern Poland
RISB0528	Symbiont	Hymenoptera	Apidae	Apinae	Apis cerana	Pseudomonadota	Rhodospirillales	Bombella	Genus	Bombella	Bombella intestini	Bacteria	Extracellular	Horizontal	Bombella intestini is a species unique to sacbrood virus (SBV)-resistant Apis cerana, suggesting a potential role in antiviral resistance.	antiviral activity	None	None	Comparison of the gut microbiome of sacbrood virus-resistant and -susceptible Apis cerana from South Korea	10.1038/s41598-022-13535-0	SCIENTIFIC REPORTS	2022	None	China	Two of these apiaries were free of SD and located in Cheongju and Jeju, at coordinates 36°31′13.1″ N–127°29′29.7″ E, and 33°15′50.3″ N–126°19′53.9″ E, respectively. The third apiary was SD-inflicted and located in Cheongju (35°30′11.7″ N–127°28′16.1″ E) (Table 1), and the fourth one with two SBV-resistant colonies was located in Wanju (35°90′39″ N–127°16′22″ E).
RISB0529	Symbiont	Hymenoptera	Apidae	Apinae	Apis cerana	Bacillota	Lactobacillales	Lactobacillus	Genus	Lactobacillus	Lactobacillus_uc	Bacteria	Extracellular	Horizontal	Lactobacillus_uc (Lactic Acid Bacteria) produces organic acids (known as anti-microbial metabolites) that inhibit the growth of spoilage and pathogenic microorganisms in the gut of Apis cerana.	antimicrobial activity	None	None	Comparison of the gut microbiome of sacbrood virus-resistant and -susceptible Apis cerana from South Korea	10.1038/s41598-022-13535-0	SCIENTIFIC REPORTS	2022	None	China	Two of these apiaries were free of SD and located in Cheongju and Jeju, at coordinates 36°31′13.1″ N–127°29′29.7″ E, and 33°15′50.3″ N–126°19′53.9″ E, respectively. The third apiary was SD-inflicted and located in Cheongju (35°30′11.7″ N–127°28′16.1″ E) (Table 1), and the fourth one with two SBV-resistant colonies was located in Wanju (35°90′39″ N–127°16′22″ E).
RISB0530	Symbiont	Hemiptera	Coreidae	Coreinae	Anasa tristis	Pseudomonadota	Burkholderiales	Caballeronia	Genus	Caballeronia	Caballeronia	Bacteria	Intracellular	None	Caballeronia prevents the successful, long-term establishment of the phytopathogenic bacterium Serratia marcescens in the squash bug Anasa tristis via competitive exclusion.	pathogen resistance	None	None	Competitive Exclusion of Phytopathogenic Serratia marcescens from Squash Bug Vectors by the Gut Endosymbiont Caballeronia	10.1128/AEM.01550-21	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	2022	None	USA	Department of Biology, Emory University, Atlanta, Georgia, USA
RISB0531	Symbiont	Lepidoptera	Noctuidae	Heliothinae	Helicoverpa armigera	Actinomycetota	Mycobacteriales	Corynebacterium	Genus	Corynebacterium	Corynebacterium sp. 2-TD	Bacteria	Intracellular	None	Corynebacterium sp. 2-TD mediates the toxicity of the compound 2-tridecanone to Helicoverpa armigera.	pesticide metabolization	OP056645	None	Corynebacterium sp. 2-TD Mediated Toxicity of 2-Tridecanone to Helicoverpa armigera	10.3390/toxins14100698	TOXINS	2022	None	China	Department of Entomology, College of Plant Protection, China Agricultural University, Beijing 100193, China
RISB0532	Symbiont	Diptera	Drosophilidae	Drosophilinae	Drosophila melanogaster	Pseudomonadota	Enterobacterales	Photorhabdus	Genus	Photorhabdus	Photorhabdus luminescens	Bacteria	None	None	Photorhabdus luminescens produces toxin complex (Tc) toxins as major virulence factors against the host Drosophila melanogaster.	toxin production	None	None	CRISPR screens in Drosophila cells identify Vsg as a Tc toxin receptor	10.1038/s41586-022-05250-7	NATURE	2022	None	USA	the Drosophila RNAi Screening Center (Harvard Medical School)
RISB0533	Symbiont	Coleoptera	Cerambycidae	Lamiinae	Acalolepta fraudatrix	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	Vertical	Wolbachia infecting Acalolepta fraudatrix causes cytoplasmic incompatibility (CI) in the host insect.	cytoplasmic incompatibility	None	None	Cytoplasmic incompatibility in the semivoltine longicorn beetle Acalolepta fraudatrix (Coleoptera: Cerambycidae) double infected with Wolbachia	10.1371/journal.pone.0261928	PLOS ONE	2022	None	Japan	a Pinus thunbergii forest in the town of Fukaura, Aomori Prefecture (40°26’10.7"N 139°56’30.8"E), and a Pinus densiflora forest in the town of Shiwa, Iwate Prefecture (39°36’04.2"N 141°12’15.3"E) in north-eastern Japan
RISB0534	Symbiont	Orthoptera	Gryllidae	Gryllinae	Velarifictorus micado	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	None	None	None	MW680307-MW680310	None	Determination of Wolbachia Diversity in 23 Cricket Species (Gryllidae) From China	10.1093/aesa/saab032	ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA	2022	None	China	Taian, Shandong；Changsha, Hunan；Zhangjiajie, Hunan；Lvliang, Shanxi
RISB0535	Symbiont	Orthoptera	Gryllidae	Gryllinae	Velarifictorus aspersus	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	None	None	None	MW680311	None	Determination of Wolbachia Diversity in 23 Cricket Species (Gryllidae) From China	10.1093/aesa/saab032	ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA	2022	None	China	Zhanjiang, Guangdong
RISB0536	Symbiont	Orthoptera	Gryllidae	Gryllinae	Velarifictorus khasiensis	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	None	None	None	MW680312	None	Determination of Wolbachia Diversity in 23 Cricket Species (Gryllidae) From China	10.1093/aesa/saab032	ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA	2022	None	China	Jishou, Hunan
RISB0537	Symbiont	Orthoptera	Gryllidae	Gryllinae	Teleogryllus emma	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	None	None	None	MW680313	None	Determination of Wolbachia Diversity in 23 Cricket Species (Gryllidae) From China	10.1093/aesa/saab032	ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA	2022	None	China	Zhanjiang, Guangdong
